375 ops
op@1914   elf= 137 (   5200B)  a3 OUT* 1048576 pre=a42b7fac post=bc937696 | a4 in 1048576 pre=99ffd61e | a5 in 536870912 pre=836fd8e4
op@1927   elf= 138 (   8192B)  a3 OUT* 1048576 pre=28d5dbf6 post=29ab85c9 | a4 in 1048576 pre=dc57478a | a5 in 536870912 pre=836fd8e4
op@1940   elf= 139 (   5200B)  a3 OUT* 1048576 pre=bc937696 post=e69df8f0 | a4 in 1048576 pre=c105f46e | a5 in 536870912 pre=836fd8e4
op@1953   elf= 140 (   8192B)  a3 OUT* 1048576 pre=29ab85c9 post=06976273 | a4 in 1048576 pre=c1755958 | a5 in 536870912 pre=836fd8e4
op@1966   elf= 141 (   5200B)  a3 OUT* 1048576 pre=e69df8f0 post=d8c0dc57 | a4 in 1048576 pre=c0533da3 | a5 in 536870912 pre=836fd8e4
op@1979   elf= 142 (   8192B)  a3 OUT* 1048576 pre=06976273 post=e1485056 | a4 in 1048576 pre=6eba43e6 | a5 in 536870912 pre=836fd8e4
op@1990   elf=   9 (  50080B)  a3 OUT* 9437184 pre=31c16cad post=282e2ac9 | a4 in 2097152 pre=70b7719b | a5 in 536870912 pre=64f0651e
op@1998   elf=  10 (  26144B)  a3 OUT* 4194304 pre=e60a0695 post=1216cb4b | a4 in 2097152 pre=70b7719b | a5 in 536870912 pre=64f0651e
op@2011   elf=  11 (   6032B)  a3 OUT* 8388608 pre=88acf17a post=0e43c782 | a4 in 9437184 pre=282e2ac9 | a5 in 6291456 pre=5abf34fb
op@2022   elf=  12 (  39632B)  a3 OUT* 3145728 pre=4c5bdf65 post=54a10f15 | a4 in 8388608 pre=0e43c782 | a5 in 1048576 pre=c97ca96b | a6 OUT* 4194304 pre=8a73e9a5 post=1bb6285d
op@2034   elf=  13 (  14176B)  a3 OUT* 2097152 pre=70b7719b post=d5a920f9 | a4 in 4194304 pre=4785f206 | a5 in 6291456 pre=5abf34fb
op@2055   elf=  16 (  14176B)  a3 OUT* 2097152 pre=be80f8b7 post=0c075ece | a4 OUT* 1048576 pre=9e4a5148 post=8df40c14 | a5 in 536870912 pre=64f0651e
op@2068   elf= 143 (   5200B)  a3 OUT* 1048576 pre=3965bf7a post=2c433859 | a4 in 1048576 pre=75ea1c4a | a5 in 536870912 pre=64f0651e
op@2081   elf= 144 (   8192B)  a3 OUT* 1048576 pre=3965bf7a post=3046a39f | a4 in 1048576 pre=13e779ee | a5 in 536870912 pre=64f0651e
op@2094   elf= 145 (   5200B)  a3 OUT* 1048576 pre=2c433859 post=34c162b9 | a4 in 1048576 pre=3248e488 | a5 in 536870912 pre=64f0651e
op@2107   elf= 146 (   8192B)  a3 OUT* 1048576 pre=3046a39f post=85ff2a9a | a4 in 1048576 pre=5fdff38a | a5 in 536870912 pre=64f0651e
op@2120   elf= 147 (   5200B)  a3 OUT* 1048576 pre=34c162b9 post=4725fe2a | a4 in 1048576 pre=0e8e91ef | a5 in 536870912 pre=64f0651e
op@2133   elf= 148 (   8192B)  a3 OUT* 1048576 pre=85ff2a9a post=1f2f4c92 | a4 in 1048576 pre=7aee1cd3 | a5 in 536870912 pre=64f0651e
op@2146   elf= 149 (   5200B)  a3 OUT* 1048576 pre=4725fe2a post=794ae76f | a4 in 1048576 pre=423d42ee | a5 in 536870912 pre=64f0651e
op@2159   elf= 150 (   8192B)  a3 OUT* 1048576 pre=1f2f4c92 post=151092a3 | a4 in 1048576 pre=0a918c07 | a5 in 536870912 pre=64f0651e
op@2172   elf= 151 (   5200B)  a3 OUT* 1048576 pre=794ae76f post=2b9109b4 | a4 in 1048576 pre=3d217c9b | a5 in 536870912 pre=64f0651e
op@2185   elf= 152 (   8192B)  a3 OUT* 1048576 pre=151092a3 post=c8163c8a | a4 in 1048576 pre=63950a8b | a5 in 536870912 pre=64f0651e
op@2198   elf= 153 (   5200B)  a3 OUT* 1048576 pre=2b9109b4 post=db12844a | a4 in 1048576 pre=6eded134 | a5 in 536870912 pre=64f0651e
op@2211   elf= 154 (   8192B)  a3 OUT* 1048576 pre=c8163c8a post=f1d28df4 | a4 in 1048576 pre=0fd41300 | a5 in 536870912 pre=64f0651e
op@2224   elf= 155 (   5200B)  a3 OUT* 1048576 pre=db12844a post=05e8a624 | a4 in 1048576 pre=e2f4926f | a5 in 536870912 pre=64f0651e
op@2237   elf= 156 (   8192B)  a3 OUT* 1048576 pre=f1d28df4 post=0f76ec73 | a4 in 1048576 pre=471350f0 | a5 in 536870912 pre=64f0651e
